intensity,area,date,rbs,mean_bg,exposure_ms,rescaled_intensity
77160.94778926403,6.4768,20170719,sd0,55292.07374608552,25,308643.7911570561
60980.20177503354,6.348800000000001,20170719,sd0,55292.07374608552,25,243920.80710013417
45797.29787913347,4.6592,20170719,sd0,55292.07374608552,25,183189.19151653387
93794.56200525715,3.8656,20170719,sd0,55292.07374608552,25,375178.2480210286
49146.437525143374,6.3232,20170719,sd0,55292.07374608552,25,196585.7501005735
72554.38680590951,4.5312,20170719,sd0,55292.07374608552,25,290217.54722363804
74261.9503879353,5.0688,20170719,sd0,56676.78771101127,25,297047.8015517412
61712.85876947278,4.1728000000000005,20170719,sd0,56676.78771101127,25,246851.43507789113
62669.6461890751,6.9888,20170719,sd0,56676.78771101127,25,250678.5847563004
81896.54354774443,4.096,20170719,sd0,55628.92351136586,25,327586.1741909777
41007.34294466815,3.6352,20170719,sd0,55628.92351136586,25,164029.3717786726
43890.57471699714,11.3664,20170719,sd0,55628.92351136586,25,175562.29886798855
65798.5731986736,3.5584000000000002,20170719,sd0,58013.87065051216,25,263194.2927946944
80928.72768048247,4.7104,20170719,sd0,58013.87065051216,25,323714.91072192986
76549.45648879776,4.0192000000000005,20170719,sd0,57277.667097838654,25,306197.82595519105
86735.59619426311,4.2496,20170719,sd0,56261.27857000146,25,346942.38477705244
63483.9911215088,4.6592,20170719,sd0,56261.27857000146,25,253935.9644860352
66521.98025384263,6.2464,20170719,sd0,56261.27857000146,25,266087.9210153705
71663.89166322642,9.6,20170719,sd0,57544.777863091556,25,286655.56665290566
64595.763822231514,4.5824,20170719,sd0,57544.777863091556,25,258383.05528892606
66146.91622392977,11.264000000000001,20170719,sd0,57544.777863091556,25,264587.6648957191
55097.63597264257,11.0592,20170719,sd0,57544.777863091556,25,220390.5438905703
67340.75299814288,6.3232,20170719,sd0,58038.93713742,25,269363.0119925715
71512.76869188319,8.652800000000001,20170719,sd0,58038.93713742,25,286051.07476753276
107650.95720718143,12.032,20170719,sd0,58038.93713742,25,430603.82882872573
77341.78416646353,3.8400000000000003,20170719,sd0,58038.93713742,25,309367.13666585414
63274.51840732971,4.3264000000000005,20170719,sd0,58038.93713742,25,253098.07362931885
73595.79597705687,8.038400000000001,20170719,sd0,58038.93713742,25,294383.1839082275
60503.235379831895,4.0448,20170719,sd0,58038.93713742,25,242012.94151932758
72826.76808867663,4.6080000000000005,20170719,sd0,57332.94724222293,25,291307.0723547065
68226.43045098805,6.0416,20170719,sd0,57332.94724222293,25,272905.7218039522
68795.4381483681,7.6032,20170719,sd0,57332.94724222293,25,275181.7525934724
83573.34100897814,6.3232,20170719,sd0,57017.77664315369,25,334293.36403591256
76199.31439045144,5.0176,20170719,sd0,57017.77664315369,25,304797.2575618058
97912.42807661841,6.272,20170719,sd0,57017.77664315369,25,391649.71230647364
80723.4284486103,11.084800000000001,20170719,sd0,57017.77664315369,25,322893.7137944412
86808.3985984713,3.456,20170719,sd0,57017.77664315369,25,347233.5943938852
60964.26838621544,5.7344,20170719,sd0,57017.77664315369,25,243857.07354486175
50712.290449269,15.846400000000001,20170719,sd0,57017.77664315369,25,202849.161797076
71001.81308632981,3.5328000000000004,20170719,sd0,58182.76617575931,25,284007.25234531926
56754.962366378204,4.1216,20170719,sd0,57542.44652043784,25,227019.84946551282
81342.66226059696,11.392000000000001,20170719,sd0,58653.76489320312,25,325370.64904238784
76300.17874253375,7.3984000000000005,20170719,sd0,58653.76489320312,25,305200.714970135
114493.83752254344,11.6736,20170719,sd0,58653.76489320312,25,457975.3500901738
71077.9303882288,5.478400000000001,20170719,sd0,58653.76489320312,25,284311.7215529152
76384.12731556859,4.992,20170719,sd0,58610.599073804566,25,305536.50926227437
65416.83039986534,10.496,20170719,sd0,58610.599073804566,25,261667.32159946137
64578.523615062164,6.195200000000001,20170719,sd0,58610.599073804566,25,258314.09446024866
44973.66546975242,4.5312,20170719,sd0,58610.599073804566,25,179894.66187900968
94466.75576877147,4.889600000000001,20170719,sd0,57534.213404169175,25,377867.0230750859
85418.24985358403,4.1216,20170719,sd0,57534.213404169175,25,341672.9994143361
46880.78097845937,5.1456,20170719,sd0,57534.213404169175,25,187523.12391383748
125493.50497649866,10.2912,20170719,sd0,56700.580015091204,25,501974.01990599465
78734.58486550787,4.4032,20170719,sd0,56700.580015091204,25,314938.3394620315
80614.90562559143,13.132800000000001,20170719,sd0,56700.580015091204,25,322459.62250236573
48408.87861471414,7.1424,20170719,sd0,56700.580015091204,25,193635.51445885657
108610.96681948536,12.134400000000001,20170719,sd0,56700.580015091204,25,434443.86727794143
83689.48944867222,5.0944,20170719,sd0,56700.580015091204,25,334757.9577946889
82736.9874459125,6.656000000000001,20170719,sd0,57468.961395501305,25,330947.94978365
54199.40933725698,6.9888,20170719,sd0,57468.961395501305,25,216797.6373490279
68028.95063396399,9.651200000000001,20170719,sd0,57468.961395501305,25,272115.80253585597
82690.09404063711,7.6288,20170719,sd0,56434.72741084546,25,330760.37616254843
68238.32508790346,8.652800000000001,20170719,sd0,56434.72741084546,25,272953.30035161384
70515.89731380061,8.7552,20170719,sd0,56434.72741084546,25,282063.58925520245
92488.05997614944,9.0624,20170719,sd0,57335.00018709155,25,369952.23990459775
114268.94956981472,17.7152,20170719,sd0,57335.00018709155,25,457075.7982792589
64105.5157661035,5.248,20170719,sd0,57335.00018709155,25,256422.063064414
48888.58299049423,8.8832,20170719,sd0,57335.00018709155,25,195554.33196197692
78835.75469721359,12.7232,20170719,sd0,57335.00018709155,25,315343.01878885436
72617.6428449378,5.3504000000000005,20170719,sd0,57724.51991516345,25,290470.5713797512
87830.3920613041,5.9904,20170719,sd0,57724.51991516345,25,351321.5682452164
70022.72166470543,9.1648,20170719,sd0,57724.51991516345,25,280090.8866588217
68011.0837825895,5.5296,20170719,sd0,57599.21061203544,25,272044.335130358
45726.17706239524,7.654400000000001,20170719,sd0,57599.21061203544,25,182904.70824958096
67723.53524099954,5.913600000000001,20170719,sd0,57599.21061203544,25,270894.14096399816
74705.8053277801,8.217600000000001,20170719,sd0,57495.77151627095,25,298823.2213111204
101555.44048536367,8.704,20170719,sd0,57495.77151627095,25,406221.76194145466
60290.394612186465,18.048000000000002,20170719,sd0,56597.89933265074,25,241161.57844874586
82440.52229498004,15.232000000000001,20170719,sd0,56597.89933265074,25,329762.08917992015
75769.48915196885,4.4288,20170719,sd0,56597.89933265074,25,303077.9566078754
55396.36992826078,7.3472,20170719,sd0,56597.89933265074,25,221585.4797130431
104955.48449311274,15.104000000000001,20170719,sd0,56597.89933265074,25,419821.937972451
50612.5780810659,4.9408,20170719,sd0,56597.89933265074,25,202450.3123242636
128980.00846300196,3.7376,20170719,sd0,56597.89933265074,25,515920.0338520078
80448.37675540916,9.7536,20170719,sd0,58468.53286012831,25,321793.50702163664
63352.813314206636,6.144,20170719,sd0,58468.53286012831,25,253411.25325682655
90234.82727107145,3.0208,20170719,sd0,58468.53286012831,25,360939.3090842858
77012.25274436008,8.0896,20170719,sd0,58468.53286012831,25,308049.01097744034
67677.69893147965,13.0816,20170719,sd0,58468.53286012831,25,270710.7957259186
56987.68493498454,7.4752,20170719,sd0,58468.53286012831,25,227950.73973993817
52089.10829015869,4.6592,20170719,sd0,58468.53286012831,25,208356.43316063477
75889.64916139592,4.7104,20170719,sd0,58468.53286012831,25,303558.5966455837
86580.78871007505,5.6064,20170719,sd0,56734.66264789918,25,346323.1548403002
69921.21158533722,5.12,20170719,sd0,56734.66264789918,25,279684.8463413489
75666.86952999912,4.454400000000001,20170719,sd0,56734.66264789918,25,302667.4781199965
115378.22756171832,7.3984000000000005,20170719,sd0,56734.66264789918,25,461512.9102468733
55559.700520877595,5.0688,20170719,sd0,56734.66264789918,25,222238.80208351038
109066.05135296685,6.0928,20170719,sd0,57120.71580336701,25,436264.2054118674
111080.55118131517,6.5792,20170719,sd0,57120.71580336701,25,444322.2047252607
64866.461538580406,6.144,20170719,sd0,57120.71580336701,25,259465.84615432163
75068.44533146209,4.992,20170719,sd0,57120.71580336701,25,300273.78132584837
66621.67970046327,5.1968000000000005,20170719,sd0,57120.71580336701,25,266486.7188018531
64935.11344227687,4.6592,20170719,sd0,57120.71580336701,25,259740.45376910747
59535.72983192427,4.224,20170719,sd0,57120.71580336701,25,238142.91932769708
89307.47387293298,4.7616000000000005,20170719,sd0,58054.44579437977,25,357229.89549173194
75317.68980181968,5.2992,20170719,sd0,58054.44579437977,25,301270.7592072787
59720.73712988776,5.248,20170719,sd0,58054.44579437977,25,238882.94851955105
64276.5759936445,6.348800000000001,20170719,sd0,58054.44579437977,25,257106.303974578
88189.97741851595,8.345600000000001,20170719,sd0,58054.44579437977,25,352759.9096740638
56756.30110013714,8.7552,20170719,sd0,58054.44579437977,25,227025.20440054857
71710.54392884081,4.9152000000000005,20170719,sd0,56774.26700166625,25,286842.17571536324
64238.72344642769,5.4016,20170719,sd0,56774.26700166625,25,256954.89378571077
55947.924985524114,5.0944,20170719,sd0,56774.26700166625,25,223791.69994209646
59865.11332543093,5.2224,20170719,sd0,56774.26700166625,25,239460.45330172373
75871.46412119208,6.1696,20170719,sd0,56774.26700166625,25,303485.85648476833
104805.01598571482,5.478400000000001,20170719,sd0,56774.26700166625,25,419220.0639428593
51075.54697731309,5.632000000000001,20170719,sd0,56511.84078868893,25,204302.18790925236
77230.90796292642,12.9536,20170719,sd0,56511.84078868893,25,308923.63185170566
77444.479518164,5.7344,20170719,sd0,56511.84078868893,25,309777.918072656
78727.56202792919,5.1968000000000005,20170719,sd0,56511.84078868893,25,314910.24811171676
43902.92720269678,4.1216,20170719,sd0,56511.84078868893,25,175611.70881078712
96296.86824911683,4.454400000000001,20170719,sd0,56511.84078868893,25,385187.4729964673
63222.142096410156,5.8624,20170719,sd0,56047.52408764462,25,252888.56838564062
74527.73269257449,5.2224,20170719,sd0,56047.52408764462,25,298110.93077029794
85220.88451522222,4.6080000000000005,20170719,sd0,56047.52408764462,25,340883.5380608889
60292.86212068488,4.0704,20170719,sd0,56047.52408764462,25,241171.4484827395
102056.7689095216,6.1184,20170719,sd0,56047.52408764462,25,408227.0756380864
74458.83549247205,3.5584000000000002,20170719,sd0,56047.52408764462,25,297835.3419698882
70457.64998521438,6.9632000000000005,20170719,sd0,57950.12016809539,25,281830.5999408575
47025.86746974415,7.091200000000001,20170719,sd0,57950.12016809539,25,188103.4698789766
92633.003643753,3.8656,20170719,sd0,57950.12016809539,25,370532.014575012
56838.76587854549,7.9104,20170719,sd0,57950.12016809539,25,227355.06351418197
52095.555749347295,5.1968000000000005,20170719,sd0,57950.12016809539,25,208382.22299738918
82277.43178803718,16.7168,20170719,sd0,56612.07931503122,25,329109.7271521487
78250.58879316153,6.8096000000000005,20170719,sd0,56612.07931503122,25,313002.3551726461
85961.66066873161,8.9344,20170719,sd0,57153.91835209156,25,343846.64267492644
54457.04003302908,4.8128,20170719,sd0,57153.91835209156,25,217828.16013211632
66268.91704865149,16.8704,20170719,sd0,55956.89999061946,25,265075.66819460597
46554.69069509884,6.4768,20170719,sd0,55956.89999061946,25,186218.76278039537
53105.17408409948,6.7072,20170719,sd0,55956.89999061946,25,212420.69633639793
92850.01505071198,5.171200000000001,20170719,sd0,55956.89999061946,25,371400.06020284793
50253.128228071124,4.5824,20170719,sd0,55956.89999061946,25,201012.5129122845
52592.153094560774,7.219200000000001,20170719,sd0,55956.89999061946,25,210368.6123782431
51920.23569358611,5.6064,20170719,sd0,55956.89999061946,25,207680.94277434444
59948.54065986761,11.264000000000001,20170719,sd0,56167.18708203156,25,239794.16263947045
50944.807490523024,5.5040000000000004,20170719,sd0,56167.18708203156,25,203779.2299620921
69215.81246156778,7.1168000000000005,20170719,sd0,56167.18708203156,25,276863.2498462711
65936.6465397776,5.5296,20170719,sd0,56167.18708203156,25,263746.5861591104
99864.9043092932,5.632000000000001,20170719,sd0,56167.18708203156,25,399459.6172371728
62238.99488433287,7.244800000000001,20170719,sd0,56167.18708203156,25,248955.97953733147
52270.358145501705,5.12,20170719,sd0,56167.18708203156,25,209081.43258200682
77216.45778366528,6.4512,20170719,sd0,58301.47657782313,25,308865.8311346611
109145.10581266007,3.5584000000000002,20170719,sd0,58301.47657782313,25,436580.4232506403
91166.16761418237,12.4928,20170719,sd0,58301.47657782313,25,364664.6704567295
68757.41802199918,6.2208000000000006,20170719,sd0,58301.47657782313,25,275029.67208799673
66456.86181047463,3.584,20170719,sd0,56543.560282946164,25,265827.4472418985
67365.87779290046,4.4032,20170719,sd0,57974.899315788156,25,269463.51117160183
84098.15881874759,11.1104,20170719,sd0,56439.32785800343,25,336392.63527499035
73430.86073350234,9.779200000000001,20170719,sd0,56439.32785800343,25,293723.44293400936
81554.62992909641,3.968,20170719,sd0,56439.32785800343,25,326218.51971638564
84044.39343217865,5.4016,20170719,sd0,56439.32785800343,25,336177.5737287146
97921.354768208,4.1472,20170719,sd0,56439.32785800343,25,391685.419072832
52670.80570692773,6.937600000000001,20170719,sd0,57336.14413634414,25,210683.2228277109
84301.81544321147,5.7344,20170719,sd0,57336.14413634414,25,337207.2617728459
141351.8136335202,15.8976,20170719,sd0,110785.07005359094,50,282703.6272670404
122625.07611337789,5.6832,20170719,sd0,110785.07005359094,50,245250.15222675577
132818.24780711724,7.7056000000000004,20170719,sd0,110785.07005359094,50,265636.4956142345
186332.24427629227,9.472000000000001,20170719,sd0,110785.07005359094,50,372664.48855258455
156949.58909975062,14.208,20170719,sd0,110785.07005359094,50,313899.17819950124
106883.53078163369,5.913600000000001,20170719,sd0,110833.73790936483,50,213767.06156326737
173426.14581972084,11.3408,20170719,sd0,110833.73790936483,50,346852.2916394417
143772.55312559012,5.9648,20170719,sd0,110833.73790936483,50,287545.10625118023
113902.09842695101,4.5568,20170719,sd0,110833.73790936483,50,227804.19685390202
106169.11994546012,10.1376,20170719,sd0,110833.73790936483,50,212338.23989092023
124760.89037430202,7.808000000000001,20170719,sd0,110833.73790936483,50,249521.78074860404
82273.22169486264,10.4192,20170719,sd0,110833.73790936483,50,164546.4433897253
143180.34663778738,5.248,20170719,sd0,110833.73790936483,50,286360.69327557477
116334.11546450166,14.976,20170719,sd0,110833.73790936483,50,232668.23092900333
120547.98731268835,6.7328,20170719,sd0,110833.73790936483,50,241095.9746253767
115124.91515031696,8.4992,20170719,sd0,111992.77850921551,50,230249.8303006339
172384.16825206374,8.1152,20170719,sd0,111992.77850921551,50,344768.3365041275
118950.55320740861,7.8848,20170719,sd0,111992.77850921551,50,237901.10641481722
218809.8415683009,6.4256,20170719,sd0,111992.77850921551,50,437619.6831366018
102877.39405026074,10.214400000000001,20170719,sd0,111992.77850921551,50,205754.7881005215
106860.05193454132,6.016,20170719,sd0,113961.79853810821,50,213720.10386908264
133735.32556632513,7.680000000000001,20170719,sd0,113961.79853810821,50,267470.65113265027
121261.8421018378,5.324800000000001,20170719,sd0,113961.79853810821,50,242523.6842036756
108142.24431211979,9.2928,20170719,sd0,113961.79853810821,50,216284.48862423957
108357.7108643995,9.3184,20170719,sd0,113517.28266244908,50,216715.421728799
128263.23750917471,7.04,20170719,sd0,113517.28266244908,50,256526.47501834942
182727.0604800555,5.7344,20170719,sd0,113517.28266244908,50,365454.120960111
123594.5224692829,5.3504000000000005,20170719,sd0,113517.28266244908,50,247189.0449385658
123772.4996405376,15.001600000000002,20170719,sd0,113517.28266244908,50,247544.9992810752
123830.98507429735,5.9648,20170719,sd0,113517.28266244908,50,247661.9701485947
106086.39490241051,12.16,20170719,sd0,113517.28266244908,50,212172.78980482102
103286.3958377014,6.144,20170719,sd0,113385.56683472237,50,206572.7916754028
132693.2472614484,6.9888,20170719,sd0,110730.3499189506,50,265386.4945228968
172099.62625271408,5.7088,20170719,sd0,113659.9154518796,50,344199.25250542816
160571.07614120294,9.958400000000001,20170719,sd0,113659.9154518796,50,321142.1522824059
151837.76695734018,7.7568,20170719,sd0,113659.9154518796,50,303675.53391468036
125975.49185970407,11.136000000000001,20170719,sd0,113659.9154518796,50,251950.98371940813
89274.62839126417,5.5040000000000004,20170719,sd0,113659.9154518796,50,178549.25678252833
113991.25551782052,9.472000000000001,20170719,sd0,113659.9154518796,50,227982.51103564104
168992.68833962537,6.502400000000001,20170719,sd0,113659.9154518796,50,337985.37667925074
147814.6501709431,5.6832,20170719,sd0,112131.41285657504,50,295629.3003418862
105759.89635896575,10.0096,20170719,sd0,112131.41285657504,50,211519.7927179315
151869.14349184954,9.4208,20170719,sd0,112131.41285657504,50,303738.2869836991
161479.48100417928,7.9104,20170719,sd0,112131.41285657504,50,322958.96200835856
122216.08186439282,6.4512,20170719,sd0,112131.41285657504,50,244432.16372878564
114729.49732044221,8.32,20170719,sd0,112510.90663680049,50,229458.99464088443
176919.41491324,4.5056,20170719,sd0,112510.90663680049,50,353838.82982648
148898.01290259784,11.6736,20170719,sd0,112510.90663680049,50,297796.0258051957
213875.27952386072,15.2576,20170719,sd0,112510.90663680049,50,427750.55904772144
124003.86134713392,7.7312,20170719,sd0,112510.90663680049,50,248007.72269426784
100213.2816929375,6.8608,20170719,sd0,112510.90663680049,50,200426.563385875
85303.2346669321,10.7264,20170719,sd0,112510.90663680049,50,170606.4693338642
120930.0439624798,5.4272,20170719,sd0,111708.78331274263,50,241860.0879249596
128589.09568514948,16.563200000000002,20170719,sd0,111708.78331274263,50,257178.19137029897
161372.07982629657,13.8496,20170719,sd0,111708.78331274263,50,322744.15965259314
131259.12000554838,4.7872,20170719,sd0,111708.78331274263,50,262518.24001109676
106204.03284977758,6.0928,20170719,sd0,111708.78331274263,50,212408.06569955515
172549.66366900885,13.952,20170719,sd0,111708.78331274263,50,345099.3273380177
109444.00083710412,10.214400000000001,20170719,sd0,112785.57321166944,50,218888.00167420824
178554.4477554842,6.6816,20170719,sd0,112785.57321166944,50,357108.8955109684
107051.3853935951,6.656000000000001,20170719,sd0,112785.57321166944,50,214102.7707871902
106839.08509244038,8.7552,20170719,sd0,112785.57321166944,50,213678.17018488076
143267.11079102504,10.3168,20170719,sd0,110565.6825544589,50,286534.2215820501
127423.6884667788,8.8064,20170719,sd0,110565.6825544589,50,254847.3769335576
138984.2715028691,10.4704,20170719,sd0,110565.6825544589,50,277968.5430057382
140642.05009248847,5.8368,20170719,sd0,110565.6825544589,50,281284.10018497694
133074.81278099428,7.4496,20170719,sd0,110565.6825544589,50,266149.62556198856
98711.09638238336,2.048,20170719,sd0,110565.6825544589,50,197422.19276476672
119211.67380101814,14.003200000000001,20170719,sd0,110565.6825544589,50,238423.3476020363
101806.91611508724,5.888,20170719,sd0,110565.6825544589,50,203613.83223017448
145577.40518778856,9.1648,20170719,sd0,113504.88242385664,50,291154.81037557713
130162.15082793651,9.4976,20170719,sd0,113504.88242385664,50,260324.30165587302
144555.4565493046,6.4768,20170719,sd0,113504.88242385664,50,289110.9130986092
176862.2171977043,5.5808,20170719,sd0,113504.88242385664,50,353724.4343954086
144503.68275630428,7.6288,20170719,sd0,113504.88242385664,50,289007.36551260855
131069.60031272616,5.5040000000000004,20170719,sd0,113504.88242385664,50,262139.20062545233
137034.67052855535,6.5536,20170719,sd0,113762.90161088883,50,274069.3410571107
133434.40920569515,13.6704,20170719,sd0,113762.90161088883,50,266868.8184113903
111121.34994784469,6.5536,20170719,sd0,113762.90161088883,50,222242.69989568938
176408.4604025468,7.424,20170719,sd0,113762.90161088883,50,352816.9208050936
137547.50566106595,6.067200000000001,20170719,sd0,113762.90161088883,50,275095.0113221319
83816.16495185343,9.088000000000001,20170719,sd0,113762.90161088883,50,167632.32990370685
98584.96036222106,8.576,20170719,sd0,113762.90161088883,50,197169.9207244421
88853.99276058967,6.5280000000000005,20170719,sd0,113762.90161088883,50,177707.98552117933
101883.27352744367,7.526400000000001,20170719,sd0,110119.79966805759,50,203766.54705488734
143899.22914674273,5.0944,20170719,sd0,110119.79966805759,50,287798.45829348546
146508.52532843334,9.907200000000001,20170719,sd0,110119.79966805759,50,293017.0506568667
124843.58843131214,3.7888,20170719,sd0,111533.50418753618,50,249687.17686262427
117148.83261266422,10.6752,20170719,sd0,111533.50418753618,50,234297.66522532844
113923.82676000115,5.171200000000001,20170719,sd0,111533.50418753618,50,227847.6535200023
105292.93794442977,4.3776,20170719,sd0,111533.50418753618,50,210585.87588885953
120977.24266259665,8.4992,20170719,sd0,111533.50418753618,50,241954.4853251933
134191.22728504415,6.937600000000001,20170719,sd0,112297.83921269223,50,268382.4545700883
162631.58980164374,5.760000000000001,20170719,sd0,112297.83921269223,50,325263.1796032875
140275.52134774148,5.12,20170719,sd0,112297.83921269223,50,280551.04269548296
132572.69954051301,8.5504,20170719,sd0,112297.83921269223,50,265145.39908102603
119688.79317405823,6.502400000000001,20170719,sd0,112297.83921269223,50,239377.58634811646
142246.31672612755,6.5792,20170719,sd0,112297.83921269223,50,284492.6334522551
163698.13660921325,6.8864,20170719,sd0,112297.83921269223,50,327396.2732184265
178988.4100593878,10.3168,20170719,sd0,112297.83921269223,50,357976.8201187756
197099.9486372387,7.4752,20170719,sd0,112297.83921269223,50,394199.8972744774
125555.06761473017,7.7824,20170719,sd0,112925.5355399724,50,251110.13522946034
