,parameter,median,hpd_min,hpd_max
370,n_sr__324,67.59345342672921,52.82098777045896,84.58618854036136
371,n_sr__323,71.46883578545999,55.84941010722068,89.43582717018705
372,n_sr__322,38.64408901501356,30.198471150393647,48.35906487508811
373,n_sr__321,73.70920878942492,57.60015236174946,92.23942136025957
374,n_sr__320,57.776594640128145,45.149591331549864,72.30140908168705
375,n_sr__319,52.41492961520683,40.95971156726674,65.59184202013914
376,n_sr__318,64.27059784865034,50.22433816972558,80.42797980607251
377,n_sr__317,70.47450413739486,55.0723884111897,88.19152435695598
378,n_sr__316,57.66677594241464,45.063773374413216,72.16398238429066
379,n_sr__315,82.72793532894917,64.6478473691619,103.52542118409004
380,n_sr__314,49.584516270221364,38.747881558568004,62.04987360886959
381,n_sr__313,82.9336683749476,64.80861771237925,103.78287472930162
382,n_sr__312,77.51708598293591,60.575822703669225,97.00458428506869
383,n_sr__311,84.02052298644382,65.65794159260294,105.14296042434064
384,n_sr__310,59.560486540195534,46.54361586292585,74.53376456798115
385,n_sr__309,53.97215060238511,42.176603833450606,67.54054239484707
386,n_sr__308,64.07029568972122,50.067811799924705,80.17732245212352
387,n_sr__307,66.40102997753942,51.889166991466844,83.0939944064657
388,n_sr__306,72.16048222031077,56.38989806906653,90.30135086775898
389,n_sr__305,55.76672893241486,43.57897928873615,69.78627083863621
390,n_sr__304,75.71009863946216,59.163750209482146,94.74332724941804
391,n_sr__303,69.55283001156133,54.35214502575928,87.03814488855767
392,n_sr__302,60.53703888346461,47.306743899237006,75.75581842733651
393,n_sr__301,83.25476159090003,65.05953640306852,104.18468954903156
394,n_sr__300,79.32272363677536,61.98684048122251,99.26415232428423
395,n_sr__299,131.49974555847194,102.76063878718463,164.55827756863715
396,n_sr__298,53.62936162440397,41.908730962693724,67.11157758167178
397,n_sr__297,60.17764367381911,47.025894068209716,75.30607263950616
398,n_sr__296,71.10060703416909,55.56165729415054,88.97502712219965
399,n_sr__295,59.36331812360757,46.38953835995282,74.28702876718657
400,n_sr__294,59.168748417554646,46.237491622541135,74.04354498279503
401,n_sr__293,71.83668369165886,56.1368653084227,89.8961506300861
402,n_sr__292,65.3215867470166,51.045634744070156,81.7431832851698
403,n_sr__291,63.898790413419405,49.93378878966488,79.9627014067192
404,n_sr__290,44.25327979299968,34.581780220514524,55.37838471528389
405,n_sr__289,84.04034508916827,65.67343159929015,105.1677657277142
406,n_sr__288,68.12894161117958,53.23944567441469,85.25629640191862
407,n_sr__287,75.22945201152844,58.78814830768672,94.14184790148441
408,n_sr__286,61.394488347659085,47.9767988434055,76.82882740032538
409,n_sr__285,66.77490719431347,52.18133380487402,83.56186292250881
410,n_sr__284,87.27777152922327,68.20332249446795,109.21906876611992
411,n_sr__283,39.07871398747585,30.538109372607746,48.902952899760415
412,n_sr__282,61.43875628289326,48.01139207613864,76.88422412480357
413,n_sr__281,60.10276989322431,46.967383859770486,75.21237587745233
414,n_sr__280,69.50206820928696,54.312477152596855,86.97462176375556
415,n_sr__279,50.02877743782672,39.09504999739335,62.60582033120953
416,n_sr__278,58.03151931550077,45.348802534375025,72.62042084335172
417,n_sr__277,59.537823360417406,46.525905693061574,74.50540395167215
418,n_sr__276,70.57456885436643,55.15058410801319,88.31674496023773
419,n_sr__275,92.81244638256176,72.52840100312206,116.14513966382256
420,n_sr__274,62.096752816646784,48.52558428115852,77.7076384651185
421,n_sr__273,73.83978004826487,57.70218743344224,92.40281773310744
422,n_sr__272,139.53598949885154,109.04057155249826,174.61480243363957
423,n_sr__271,67.66994166885024,52.88075960185442,84.68190563338109
424,n_sr__270,72.71154660600928,56.82052801475007,90.99095072785634
425,n_sr__269,66.88235101046702,52.26529590787872,83.69631770222372
426,n_sr__268,66.0160999501723,51.5883629455531,82.6122944456105
427,n_sr__267,66.48369716902457,51.953767370484115,83.19744381303646
428,n_sr__266,76.47621005287131,59.76242892091031,95.70203613574229
429,n_sr__265,71.13552742545296,55.58894587710397,89.01872636600649
430,n_sr__264,57.36089996746401,44.82474621552337,71.78121036162452
431,n_sr__263,57.942773982005455,45.27945238376728,72.50936527316622
432,n_sr__262,50.12853332407397,39.173004358065405,62.7306544649066
433,n_sr__261,74.60172736345099,58.297612105164426,93.35631568287586
434,n_sr__260,39.124592561169976,30.573961240757235,48.96036517103401
435,n_sr__259,74.75848271057271,58.42010876502582,93.552478723439
436,n_sr__258,57.6918198629095,45.083343977054746,72.1953222504075
437,n_sr__257,68.69248788893097,53.67982961007882,85.96151605388935
438,n_sr__256,50.877243426817245,39.75808479375422,63.667587417760785
439,n_sr__255,66.27776470630417,51.79284119282276,82.93974071850333
440,n_sr__254,53.320494822628795,41.667366618483186,66.72506284978083
441,n_sr__253,43.630050295329674,34.09475675883713,54.598477710665854
442,n_sr__252,74.87650726170455,58.51233919646408,93.700174194351
443,n_sr__251,74.60492235125571,58.300108832335546,93.3603138783687
444,n_sr__250,87.85568496244393,68.65493366154084,109.94226742137724
445,n_sr__249,80.13564057816784,62.622095430375786,100.28143346892666
446,n_sr__248,65.09772234643178,50.87069563138894,81.4630402323242
447,n_sr__247,50.507965864169215,39.469512385752026,63.205474891261005
448,n_sr__246,74.0262983504218,57.84794239132256,92.63622602152364
449,n_sr__245,68.95048932743904,53.88144515326109,86.28437806514883
450,n_sr__244,76.74038041713558,59.96886517875362,96.0326179170483
451,n_sr__243,76.74038041713558,59.96886517875362,96.0326179170483
452,n_sr__242,69.51707242138798,54.32420221269832,86.9933979772694
453,n_sr__241,69.51707242138798,54.32420221269832,86.9933979772694
454,n_sr__240,96.17787764813788,75.15832142750179,120.35662745025772
455,n_sr__239,81.82969281444913,63.94591464538497,102.4013639443038
456,n_sr__238,81.82969281444913,63.94591464538497,102.4013639443038
457,n_sr__237,139.83154566439345,109.27153428356358,174.9846602863663
458,n_sr__236,78.42064756420412,61.28191201875003,98.13529778462126
459,n_sr__235,54.93784099701683,42.93124378656655,68.7490036533102
460,n_sr__234,44.89386219255656,35.082364128831074,56.180007074811506
461,n_sr__233,81.08978870812537,63.36771566648823,101.47545078161669
462,n_sr__232,79.93662165936874,62.46657185016142,100.03238195675785
463,n_sr__231,77.15212877664334,60.2906264434838,96.54787823595272
464,n_sr__230,61.620728563658076,48.15359453998021,77.11194353947405
465,n_sr__229,55.244057549700564,43.17053709034711,69.13220187364618
466,n_sr__228,62.73620861468768,49.02528780532719,78.50785099982717
467,n_sr__227,49.80618998449313,38.921108756720756,62.327275245259685
468,n_sr__226,66.91537517900417,52.29110268522176,83.73764402015333
469,n_sr__225,56.379226626534646,44.05761636925765,70.55274810542527
470,n_sr__224,80.51241024154163,62.91652254975533,100.7529215815583
471,n_sr__223,55.640388539799936,43.48025043268708,69.62816895556594
472,n_sr__222,75.14056465826712,58.7186871755572,94.03061460830808
473,n_sr__221,82.27574433170372,64.29448215515778,102.9595511033326
474,n_sr__220,73.97281960662056,57.806151360844034,92.56930292650856
475,n_sr__219,85.42445344325607,66.75504478426393,106.89983361689328
476,n_sr__218,59.22541612385295,46.28177467170665,74.114458733256
477,n_sr__217,40.6469246358841,31.763589523150237,50.865405694409425
478,n_sr__216,53.55274563633139,41.84885930406645,67.0157006278579
479,n_sr__215,69.16656599142364,54.05029852954529,86.55477557426242
480,n_sr__214,79.2181649822735,61.9051329913585,99.13330802480176
481,n_sr__213,69.23916930234742,54.107034476652316,86.6456310792724
482,n_sr__212,45.79610150833357,35.78742015790858,57.30906589639647
483,n_sr__211,43.35710371724645,33.88146231785177,54.256913409024975
484,n_sr__210,86.50368967898157,67.59841527532025,108.25038570569315
485,n_sr__209,52.63879841853529,41.134654120477435,65.8719905825613
486,n_sr__208,78.91866759411084,61.67109038700223,98.75851814119363
487,n_sr__207,72.98797645566162,57.03654446261074,91.33687398218788
488,n_sr__206,63.68731494433847,49.768531022828256,79.69806181527221
489,n_sr__205,80.07950791757767,62.578230493340556,100.21118927261404
490,n_sr__204,89.30234405595495,69.78542719919092,111.75261106612083
491,n_sr__203,66.49275178330646,51.960843110012206,83.20877472264355
492,n_sr__202,52.47445935718499,41.006231157753646,65.66633731108003
493,n_sr__201,77.9676009836555,60.927878208115594,97.5683570301976
494,n_sr__200,49.72630487044344,38.85868243555587,62.22730731972826
495,n_sr__199,68.53789196982277,53.55902043790907,85.76805531326552
496,n_sr__198,55.28979666271483,43.20627997677585,69.18943962435954
497,n_sr__197,59.82380114784935,46.74938338870765,74.86327545874488
498,n_sr__196,70.98606901351337,55.472151416264495,88.831694682162
499,n_sr__195,62.28827740975669,48.675251411295136,77.94731160684475
500,n_sr__194,96.94377631265962,75.75683388604881,121.31507010343977
501,n_sr__193,74.2260424419882,58.00403265869269,92.88618501211393
502,n_sr__192,63.29476568557371,49.46177291911644,79.20682717744965
503,n_sr__191,130.2669486709097,101.7972681348482,163.01556026870892
504,n_sr__190,53.474420409787434,41.78765195892198,66.91768473957228
505,n_sr__189,68.39601318491586,53.44814908598771,85.59050874563789
506,n_sr__188,61.30517961562352,47.90700842431173,76.71706679536605
507,n_sr__187,52.88108055375987,41.32398579466939,66.17518151794206
508,n_sr__186,43.899311298399,34.30517110267004,54.935429897860686
509,n_sr__185,63.88793838662369,49.92530845990509,79.9491212219816
510,n_sr__184,50.217497486749885,39.24252551300696,62.84198387708996
511,n_sr__183,80.90804500368525,63.22569182389825,101.24801740648277
512,n_sr__182,92.39801334689103,72.2045417948843,115.62651975145785
513,n_sr__181,57.62272617107079,45.02935062612196,72.10885866926861
514,n_sr__180,74.47386192308251,58.19769149866236,93.19630536089208
515,n_sr__179,39.47985337423373,30.85158024246285,49.40493719082861
516,n_sr__178,47.122469884767135,36.82391236593972,58.96887819884965
517,n_sr__177,65.10118053521505,50.87339803729022,81.46736779651273
518,n_sr__176,57.036010100882386,44.57086062750475,71.37464442784933
519,n_sr__175,58.65371749383028,45.835020070278425,73.39903725890001
520,n_sr__174,72.78703011056447,56.879514692732194,91.08541049613726
521,n_sr__173,68.2082927853285,53.30145474758379,85.35559615710473
522,n_sr__172,216.50381725267647,169.18717573378285,270.93204707604167
523,n_sr__171,216.50381725267647,169.18717573378285,270.93204707604167
524,n_sr__170,379.4651671109459,296.5335241083618,474.86125567677436
525,n_sr__169,216.50381725267647,169.18717573378285,270.93204707604167
526,n_sr__168,307.1228905964779,240.0015626633083,384.33240812610336
527,n_sr__167,304.3793935924205,237.85765353671374,380.899206490731
528,n_sr__166,304.3793935924205,237.85765353671374,380.899206490731
529,n_sr__165,304.3793935924205,237.85765353671374,380.899206490731
530,n_sr__164,337.2636046170198,263.5550609084857,422.05038212555735
531,n_sr__163,365.61036199701033,285.7066695183892,457.5234056610525
532,n_sr__162,337.2636046170198,263.5550609084857,422.05038212555735
533,n_sr__161,402.40249606849915,314.45792818792614,503.56494121814166
534,n_sr__160,298.15820767608443,232.99610010889918,373.1140382801103
535,n_sr__159,373.6683188600203,292.00356987394383,467.60710199421135
536,n_sr__158,213.5459059494981,166.87571228798262,267.2305282085744
537,n_sr__157,318.3885875132042,248.8051554507244,398.43025806758834
538,n_sr__156,405.4155520626882,316.812484520712,507.33546794057656
539,n_sr__155,405.4155520626882,316.812484520712,507.33546794057656
540,n_sr__154,405.4155520626882,316.812484520712,507.33546794057656
541,n_sr__153,507.1216647667482,396.2908520692131,634.6101075507331
542,n_sr__152,409.9060590278155,320.3215967418425,512.9548711451457
543,n_sr__151,409.9060590278155,320.3215967418425,512.9548711451457
544,n_sr__150,409.9060590278155,320.3215967418425,512.9548711451457
545,n_sr__149,360.20371858482116,281.4816413377526,450.7575528180745
546,n_sr__148,360.20371858482116,281.4816413377526,450.7575528180745
547,n_sr__147,290.1310477411033,226.72326605083808,363.06888110464564
548,n_sr__146,290.1310477411033,226.72326605083808,363.06888110464564
549,n_sr__145,286.44935975758074,223.8462064231169,358.46163087354734
550,n_sr__144,367.68900701600944,287.33102923906375,460.1246140706232
551,n_sr__143,339.2930034320896,265.14093712219886,424.5899640242859
552,n_sr__142,389.7329065449594,304.55726178677736,487.7102654494474
553,n_sr__141,389.7329065449594,304.55726178677736,487.7102654494474
554,n_sr__140,301.94047787065483,235.95175982982968,377.8471567045937
555,n_sr__139,301.94047787065483,235.95175982982968,377.8471567045937
556,n_sr__138,315.0607681171466,246.20462686829293,394.2658376305066
557,n_sr__137,433.2393764006701,338.5554464582473,542.1540950716436
558,n_sr__136,317.96599851926186,248.47492275880902,397.90143182030334
559,n_sr__135,317.96599851926186,248.47492275880902,397.90143182030334
560,n_sr__134,367.8597075381025,287.46442337315204,460.33822804969526
561,n_sr__133,367.8597075381025,287.46442337315204,460.33822804969526
562,n_sr__132,409.9060590278155,320.3215967418425,512.9548711451457
563,n_sr__131,286.44935975758074,223.8462064231169,358.46163087354734
564,n_sr__130,433.2393764006701,338.5554464582473,542.1540950716436
565,n_sr__129,507.1216647667482,396.2908520692131,634.6101075507331
566,n_sr__128,318.3885875132042,248.8051554507244,398.43025806758834
567,n_sr__127,301.94047787065483,235.95175982982968,377.8471567045937
568,n_sr__126,346.24823416865667,270.5761107825471,433.2937131094354
569,n_sr__125,360.20371858482116,281.4816413377526,450.7575528180745
570,n_sr__124,447.17382887782753,349.44454157870643,559.5916154924223
571,n_sr__123,447.17382887782753,349.44454157870643,559.5916154924223
572,n_sr__122,243.0260466431747,189.91300468997625,304.12186327868983
573,n_sr__121,243.0260466431747,189.91300468997625,304.12186327868983
574,n_sr__120,310.60854563803065,242.72543210610093,388.694343484992
575,n_sr__119,310.60854563803065,242.72543210610093,388.694343484992
576,n_sr__118,308.717903337067,241.2479873419306,386.32840095617826
577,n_sr__117,270.7712973316191,211.59456515191158,338.84216364588934
578,n_sr__116,270.7712973316191,211.59456515191158,338.84216364588934
579,n_sr__115,308.717903337067,241.2479873419306,386.32840095617826
580,n_sr__114,351.9089518924166,274.99968564816425,440.37751357207566
581,n_sr__113,351.9089518924166,274.99968564816425,440.37751357207566
582,n_sr__112,313.20454087328585,244.7540757930554,391.94296197224253
583,n_sr__111,364.64591509669884,284.9530012954476,456.3165005066156
584,n_sr__110,398.3788962981506,311.3136811715612,498.52982388751747
585,n_sr__109,391.3360267842321,305.81002208027235,489.7164039722999
586,n_sr__108,391.3360267842321,305.81002208027235,489.7164039722999
587,n_sr__107,310.50004728612555,242.6406459348291,388.55856906327966
588,n_sr__106,200.40954969717808,156.6102904493967,250.79174234454723
589,n_sr__105,200.40954969717808,156.6102904493967,250.79174234454723
590,n_sr__104,204.2575510943217,159.61731589986522,255.6071165439909
591,n_sr__103,265.0405872229307,207.1162946505353,331.6707749810222
592,n_sr__102,373.26173056611685,291.6858409488613,467.09829896162626
593,n_sr__101,373.26173056611685,291.6858409488613,467.09829896162626
594,n_sr__100,360.6548016247364,281.83414073713084,451.32203640527536
595,n_sr__99,378.28788773681913,295.61353768555574,473.38801278036715
596,n_sr__98,270.58949076617523,211.45249218651253,338.6146516067363
597,n_sr__97,388.0724554988943,303.25970026341605,485.6323833747175
598,n_sr__96,259.35515941855897,202.673410061866,324.55605241821496
599,n_sr__95,293.8112061550613,229.59913039453141,367.67421723825333
600,n_sr__94,398.3788962981506,311.3136811715612,498.52982388751747
601,n_sr__93,204.2575510943217,159.61731589986522,255.6071165439909
602,n_sr__92,249.89237101496792,195.2787023616249,312.71435527972886
603,n_sr__91,403.82637476851613,315.5706199589086,505.34677756578134
604,n_sr__90,403.82637476851613,315.5706199589086,505.34677756578134
605,n_sr__89,305.5402012413936,238.76476810952855,382.3518367334152
606,n_sr__88,378.28788773681913,295.61353768555574,473.38801278036715
607,n_sr__87,378.28788773681913,295.61353768555574,473.38801278036715
608,n_sr__86,378.28788773681913,295.61353768555574,473.38801278036715
609,n_sr__85,388.0724554988943,303.25970026341605,485.6323833747175
610,n_sr__84,259.35515941855897,202.673410061866,324.55605241821496
611,n_sr__83,293.8112061550613,229.59913039453141,367.67421723825333
612,n_sr__82,344.77884901888063,269.42785794012434,431.454930164988
613,n_sr__81,344.77884901888063,269.42785794012434,431.454930164988
614,n_sr__80,310.50004728612555,242.6406459348291,388.55856906327966
615,n_sr__79,318.57555829224947,248.95126399722864,398.6642325838485
616,n_sr__78,318.57555829224947,248.95126399722864,398.6642325838485
617,n_sr__77,309.87769553148496,242.15430838652756,387.77976046292434
618,n_sr__76,494.6243495380095,386.5248096287814,618.9710151742455
619,n_sr__75,342.98529998363125,268.0262868285178,429.2104897767417
620,n_sr__74,357.1029845865079,279.05856892021603,446.877306177338
621,n_sr__73,377.2788898057902,294.82505500456546,472.12535663684923
622,n_sr__72,323.49431699001883,252.79503406443416,404.81954836520674
623,n_sr__71,323.49431699001883,252.79503406443416,404.81954836520674
624,n_sr__70,194.0391455947601,151.6321302855362,242.8198430677996
625,n_sr__69,280.27895227612146,219.0243338660325,350.7400066017037
626,n_sr__68,377.2788898057902,294.82505500456546,472.12535663684923
627,n_sr__67,279.8051625986347,218.6540903366436,350.14710801527747
628,n_sr__66,273.53088631243736,213.75104937364625,342.2955027193016
629,n_sr__65,310.77103107646235,242.85240655290264,388.89767713985765
630,n_sr__64,310.77103107646235,242.85240655290264,388.89767713985765
631,n_sr__63,273.53088631243736,213.75104937364625,342.2955027193016
632,n_sr__62,368.30147015823854,287.80963931896764,460.8910480993087
633,n_sr__61,368.30147015823854,287.80963931896764,460.8910480993087
634,n_sr__60,322.60265847825826,252.09824641774017,403.7037303212129
635,n_sr__59,201.07308859626946,157.1288137426638,251.6220923796027
636,n_sr__58,201.07308859626946,157.1288137426638,251.6220923796027
637,n_sr__57,292.3351030733345,228.4456278158779,365.82702749951187
638,n_sr__56,292.3351030733345,228.4456278158779,365.82702749951187
639,n_sr__55,292.3351030733345,228.4456278158779,365.82702749951187
640,n_sr__54,365.99343253532237,286.0060204642812,458.00277866443133
641,n_sr__53,403.76730054729416,315.5244563356802,505.2728523117689
642,n_sr__52,366.8358953716854,286.6643640895975,459.0570334287939
643,n_sr__51,224.0611618510252,175.0928720160306,280.3892791399922
644,n_sr__50,363.58044255822136,284.12038646262675,454.98317225579706
645,n_sr__49,302.8233551215073,236.6416853493275,378.9519859123446
646,n_sr__48,302.8233551215073,236.6416853493275,378.9519859123446
647,n_sr__47,391.5299241840922,305.96154344317824,489.9590464352986
648,n_sr__46,336.25115542347686,262.76388123413585,420.7834070853578
649,n_sr__45,208.5704633300508,162.98764650008303,261.004278384891
650,n_sr__44,337.357289586572,263.62827114379866,422.1676191373712
651,n_sr__43,337.357289586572,263.62827114379866,422.1676191373712
652,n_sr__42,337.357289586572,263.62827114379866,422.1676191373712
653,n_sr__41,208.5704633300508,162.98764650008303,261.004278384891
654,n_sr__40,199.33925370344363,155.77390632150033,249.452378040308
655,n_sr__39,208.5704633300508,162.98764650008303,261.004278384891
656,n_sr__38,208.5704633300508,162.98764650008303,261.004278384891
657,n_sr__37,199.33925370344363,155.77390632150033,249.452378040308
658,n_sr__36,296.02885082638136,231.3321115654076,370.449369279969
659,n_sr__35,351.1394803458249,274.3983811565052,439.4145998279658
660,n_sr__34,296.02885082638136,231.3321115654076,370.449369279969
661,n_sr__33,326.54459681136257,255.17867900298316,408.6366568422683
662,n_sr__32,351.1394803458249,274.3983811565052,439.4145998279658
663,n_sr__31,296.02885082638136,231.3321115654076,370.449369279969
664,n_sr__30,298.22714973129484,233.04997496320127,373.2003121037537
665,n_sr__29,270.7166461089655,211.55185788638389,338.7737733153324
666,n_sr__28,270.7166461089655,211.55185788638389,338.7737733153324
667,n_sr__27,292.53611127133996,228.60270592078817,366.07856838805486
668,n_sr__26,286.4756485733524,223.866749850712,358.49452859684214
669,n_sr__25,286.4756485733524,223.866749850712,358.49452859684214
670,n_sr__24,305.451763197907,238.69565809107812,382.24116570476883
671,n_sr__23,216.03280705696773,168.81910423386668,270.34262672245916
672,n_sr__22,305.451763197907,238.69565809107812,382.24116570476883
673,n_sr__21,150.78524445027912,117.83131574579849,188.69207696276985
674,n_sr__20,150.78524445027912,117.83131574579849,188.69207696276985
675,n_sr__19,316.8740610017543,247.6216268353969,396.53498539616385
676,n_sr__18,260.0485686890773,203.21527559382443,325.42378212158474
677,n_sr__17,188.90089823064773,147.61684052858396,236.3898600106541
678,n_sr__16,374.8938161195743,292.961236222946,469.1406845676286
679,n_sr__15,374.8938161195743,292.961236222946,469.1406845676286
680,n_sr__14,320.97253407809217,250.82438368932017,401.6637988949224
681,n_sr__13,320.97253407809217,250.82438368932017,401.6637988949224
682,n_sr__12,353.00052913502464,275.8527000343105,441.74350914958666
683,n_sr__11,255.08355722152797,199.33536124247522,319.210585801405
684,n_sr__10,255.08355722152797,199.33536124247522,319.210585801405
685,n_sr__9,255.08355722152797,199.33536124247522,319.210585801405
686,n_sr__8,110.20728443975622,86.12161871442258,137.912973336204
687,n_sr__7,110.20728443975622,86.12161871442258,137.912973336204
688,n_sr__6,213.5577965409624,166.88500420538705,267.2454080491576
689,n_sr__5,213.5577965409624,166.88500420538705,267.2454080491576
690,n_sr__4,283.1132623748169,221.23920899773688,354.28685139563004
691,n_sr__3,291.24930221104887,227.597127389278,364.4682604621962
692,n_sr__2,283.10867774029475,221.2356263294199,354.28111420156154
693,n_sr__1,198.68027275964656,155.25894484803453,248.62773181303777
694,n_sr__0,245.73777017171776,192.0320843948371,307.5153037085876
695,beta_1__2,0.9260249799927388,0.2191938379533813,1.6946712259032974
696,beta_1__1,2.5856948678461458,1.842249473470184,3.3906004238781
697,beta_1__0,1.934912104388585,1.3667742008670198,2.5414597657136118
698,beta_0__2,-5.438870977613362,-9.776417786506416,-1.0867517779959643
699,beta_0__1,-15.157431466477485,-19.82466222401545,-11.133551570979039
700,beta_0__0,-10.510756153291872,-13.93326548207973,-7.2981208067968675
701,n_sc__5,346.74751398218217,295.37216661686335,398.3347419282716
702,n_sc__4,346.7065840347747,293.59352181444837,396.53190064033066
703,n_sc__3,346.56961256114005,295.8876574922008,398.967002026726
704,n_sc__2,346.6038637386428,294.9295410853405,398.1532832171009
705,n_sc__1,346.62569298956987,294.6584138801915,397.3513327799407
706,n_sc__0,346.7403452771248,294.03626621099966,397.04153259560377
707,sigma_I_A__5,29873.33035547465,28761.41875521855,31074.555425923834
708,sigma_I_A__4,18812.10369745511,18079.832266134246,19577.20779437567
709,sigma_I_A__3,16389.725293323034,15719.86318728442,17051.010915815612
710,sigma_I_A__2,19029.072620548603,18311.096291744747,19830.51461866161
711,sigma_I_A__1,20859.454633717432,20054.25678002248,21681.07280948397
712,sigma_I_A__0,26905.56705220481,25884.741343742706,27972.886996310186
713,sigma_A__5,2.0067150996130065,1.8291062054868803,2.2056201238579787
714,sigma_A__4,1.4227117419889677,1.2780175404638108,1.5735570757761486
715,sigma_A__3,2.247124426991106,1.925450061203272,2.5947363649211868
716,sigma_A__2,1.9374812253448448,1.731968602302912,2.14939798877444
717,sigma_A__1,1.8115671284641437,1.6308693279756774,2.021858263554229
718,sigma_A__0,1.7775584046313349,1.6410364341703612,1.9466056071265017
719,avg_I_A__5,254238.5094660633,250331.88760875165,258337.7092257605
720,avg_I_A__4,188976.8098140844,186282.24454242128,191629.95316923285
721,avg_I_A__3,203467.03884024528,199919.43311641453,207241.74376725606
722,avg_I_A__2,203457.33900996656,200447.33788960005,206465.49799342547
723,avg_I_A__1,208425.11271661625,205282.13569105678,211624.24049348352
724,avg_I_A__0,214460.3703773747,211068.7581899632,217719.09482332141
725,avg_A__5,5.7023663070290675,5.433694364185379,5.9751286296690775
726,avg_A__4,5.636484679906457,5.441337792760078,5.837542258200613
727,avg_A__3,5.164364173721399,4.711605224291434,5.580973206038497
728,avg_A__2,5.599227333642322,5.309030610286828,5.87658838436062
729,avg_A__1,5.007087877189533,4.740421584510732,5.28743320413374
730,avg_A__0,5.0479841188860135,4.828427486941552,5.2513692616477154
731,alpha__5,4180.316373204896,3550.993409645816,4897.4841487055655
732,alpha__4,3073.2916319860665,2629.8500460063474,3597.4632233699795
733,alpha__3,3026.5044836249467,2541.1196061515266,3600.485008839776
734,alpha__2,3287.810869069046,2815.3721759442656,3856.2170991021217
735,alpha__1,3010.492339363286,2572.405315562929,3552.408273088632
736,alpha__0,3119.112773612658,2656.080517718026,3649.328732441949
737,hyper_A_sigma,0.4170893777348358,0.14938146556070908,0.9360726394142824
738,hyper_A_mu,5.358098675129451,4.891917444599025,5.8097356056715945
739,hyper_alpha_sigma,534.1572515528535,251.15871910998808,1056.7022518794513
740,hyper_alpha_mu,3282.030881536896,2601.9243791919394,4050.8270326901093
